Open Time,Open Price,Returns,Cumulative Returns
2023-04-14 00:05:00,0.2552,0.0,0.0
2023-04-14 00:10:00,0.2548,-0.1568627772626341,-0.1568627772626341
2023-04-14 00:15:00,0.2552,0.1568627772626341,0.0
2023-04-14 00:20:00,0.2555,0.11748581731245711,0.11748581731245711
2023-04-14 00:25:00,0.2556,0.03913128596204629,0.1566171032745034
2023-04-14 00:30:00,0.2569,0.5073181612458288,0.6639352645203322
2023-04-14 00:35:00,0.2572,0.11670882476262356,0.7806440892829558
2023-04-14 00:40:00,0.2681,4.150605287844944,4.9312493771279
2023-04-14 00:45:00,0.2681,0.0,4.9312493771279
2023-04-14 00:50:00,0.2699,0.6691474782045237,5.6003968553324235
2023-04-14 00:55:00,0.2807,3.9234963343877993,9.523893189720223
2023-04-14 01:00:00,0.2759,-1.7248002144596652,7.799092975260558
2023-04-14 01:05:00,0.2802,1.5465152679666305,9.345608243227188
2023-04-14 01:10:00,0.2761,-1.4740514966797846,7.8715567465474034
2023-04-14 01:15:00,0.2765,0.14477020262808615,8.01632694917549
2023-04-14 01:20:00,0.2842,2.746739470061077,10.763066419236566
2023-04-14 01:25:00,0.2815,-0.9545768083255357,9.80848961091103
2023-04-14 01:30:00,0.2832,0.6020914239819763,10.410581034893006
2023-04-14 01:35:00,0.2835,0.105876134824201,10.516457169717206
2023-04-14 01:40:00,0.2824,-0.38876175487196907,10.127695414845238
2023-04-14 01:45:00,0.2831,0.2475686498766949,10.375264064721932
2023-04-14 01:50:00,0.2849,0.6338049386008571,11.00906900332279
2023-04-14 01:55:00,0.2832,-0.5984879684297839,10.410581034893006
2023-04-14 02:00:00,0.2821,-0.3891743811614168,10.021406653731589
2023-04-14 02:05:00,0.2813,-0.2839902512139503,9.737416402517638
2023-04-14 02:10:00,0.2805,-0.2847990533060063,9.452617349211632
2023-04-14 02:15:00,0.2798,-0.2498662731370338,9.202751076074598
2023-04-14 02:20:00,0.2798,0.0,9.202751076074598
2023-04-14 02:25:00,0.2784,-0.5016133771116094,8.701137698962988
2023-04-14 02:30:00,0.2785,0.035913090707428985,8.737050789670416
2023-04-14 02:35:00,0.2781,-0.14372981274195507,8.59332097692846
2023-04-14 02:40:00,0.277,-0.3963255052580772,8.196995471670384
2023-04-14 02:45:00,0.276,-0.36166404701885035,7.8353314246515335
2023-04-14 02:50:00,0.2776,0.5780362915499548,8.413367716201488
