open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1674259200000,10.95290,11.87130,10.50230,10.81140,16493867.1,1674260099999,182767315.708260,223480,8247619.1,91536982.930370,0
1674260100000,10.81160,11.10000,10.60000,11.00450,6915255.2,1674260999999,75129333.262420,95956,3623797.5,39397346.955920,0
1674261000000,11.00420,11.31000,10.97000,11.19470,5057369.0,1674261899999,56345946.409250,79412,2631731.3,29327459.691810,0
1674261900000,11.19500,11.55000,11.08620,11.11010,4677411.8,1674262799999,52553261.635800,74066,2315856.0,26048030.820320,0
1674262800000,11.11000,11.19520,11.02000,11.06730,2947333.6,1674263699999,32716970.038470,48617,1378573.2,15308041.949810,0
1674263700000,11.06610,11.25350,11.06610,11.14440,2648392.1,1674264599999,29606189.315430,43527,1353669.0,15136094.392220,0
1674264600000,11.14330,11.39390,11.13250,11.21640,3682398.0,1674265499999,41486978.822250,55524,1898605.1,21400028.637890,0
1674265500000,11.21640,11.26800,11.14010,11.20600,2170166.8,1674266399999,24334075.332810,33729,1009185.7,11318720.469700,0
1674266400000,11.20500,11.33520,11.20300,11.26930,1970069.1,1674267299999,22219487.783860,31650,973626.8,10982162.263850,0
1674267300000,11.26870,11.71430,11.26630,11.42480,5887903.9,1674268199999,67390202.702510,82969,3190958.7,36544677.479300,0
1674268200000,11.42480,11.44000,11.24000,11.33100,3453037.0,1674269099999,39164167.490160,50360,1613034.0,18296724.077120,0
1674269100000,11.33110,11.34960,11.07000,11.18340,4102017.9,1674269999999,45861171.286330,57324,1862471.2,20826629.161610,0
1674270000000,11.18350,11.19870,11.05150,11.12840,2762999.9,1674270899999,30764556.174910,38232,1287517.2,14340848.042940,0
1674270900000,11.12670,11.24720,11.12670,11.17920,2488188.8,1674271799999,27852307.515090,34396,1275779.4,14279927.473160,0
1674271800000,11.17830,11.34000,11.17830,11.28700,1581875.3,1674272699999,17834709.527970,28324,834718.7,9411345.368020,0
1674272700000,11.28600,11.33840,11.23540,11.26000,1180900.4,1674273599999,13330608.666640,20861,564532.9,6374272.496030,0
1674273600000,11.25990,11.46000,11.25960,11.43610,2804117.1,1674274499999,31891262.505450,41573,1478684.7,16819065.985180,0
1674274500000,11.43720,11.52550,11.34400,11.36000,1938754.8,1674275399999,22112865.248530,31389,890720.2,10165598.695920,0
1674275400000,11.35990,11.41760,11.30890,11.38740,1201252.3,1674276299999,13649971.868630,21073,603246.0,6855895.964200,0
1674276300000,11.38800,11.39760,11.22440,11.32350,1517587.6,1674277199999,17153148.105200,25813,699948.7,7911786.869860,0
1674277200000,11.32450,11.33520,11.15500,11.19270,1778710.3,1674278099999,19983657.444160,29299,808287.9,9080928.788970,0
1674278100000,11.19250,11.31280,11.17590,11.28340,1097269.1,1674278999999,12342810.136460,20440,596129.6,6705420.113590,0
1674279000000,11.28360,11.33060,11.23150,11.24780,928361.8,1674279899999,10473552.266540,17806,465553.7,5252058.119420,0
1674279900000,11.24760,11.25000,11.11110,11.23900,1698953.0,1674280799999,19010878.871200,29762,800712.0,8962127.625080,0
1674280800000,11.23850,11.27600,11.16830,11.25260,1261375.7,1674281699999,14143888.991120,23095,608486.8,6824893.993750,0
1674281700000,11.25230,11.70500,11.24410,11.53840,5685122.7,1674282599999,65252562.345200,92305,3185598.6,36568902.908060,0
1674282600000,11.53840,12.27990,11.47470,11.90970,8704547.3,1674283499999,103582292.407530,136650,4858580.4,57853016.041010,0
