open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1673913600000,8.13370,8.31460,8.03400,8.24240,3314272.9,1673914499999,27090293.914950,51527,1662540.6,13601773.941820,0
1673914500000,8.24140,8.24390,8.13140,8.14460,1238196.7,1673915399999,10121038.921020,20012,586533.2,4793826.124460,0
1673915400000,8.14470,8.14470,7.91440,7.99390,3197130.6,1673916299999,25658053.209980,45496,1376434.6,11055191.991450,0
1673916300000,7.99380,8.01910,7.90010,7.98350,2030515.2,1673917199999,16155293.571270,32201,1025192.4,8160008.594770,0
1673917200000,7.98230,8.04090,7.80000,7.95680,2279109.1,1673918099999,18089332.974400,31435,922684.4,7339936.577180,0
1673918100000,7.95410,8.02210,7.93060,7.98150,1338670.5,1673918999999,10667327.827590,22637,648622.0,5169855.486580,0
1673919000000,7.98190,8.02240,7.94840,7.96060,1289576.9,1673919899999,10303647.089090,18371,574569.9,4593340.577900,0
1673919900000,7.96050,8.02420,7.94600,7.98820,816424.2,1673920799999,6519821.213100,12460,452854.9,3616548.568050,0
1673920800000,7.98690,8.02640,7.93490,7.94870,742358.0,1673921699999,5925131.109090,12233,337447.9,2695223.623500,0
1673921700000,7.94860,7.98500,7.90840,7.95550,712236.3,1673922599999,5664934.367850,11861,339508.2,2701316.394480,0
1673922600000,7.95530,7.99720,7.94550,7.97570,497986.1,1673923499999,3971777.718100,7600,270134.2,2154983.975470,0
1673923500000,7.97670,8.02280,7.97000,7.99240,799519.3,1673924399999,6396208.276850,11028,406344.1,3251800.828750,0
1673924400000,7.99080,8.01670,7.93030,7.94840,999816.1,1673925299999,7976206.779860,12463,451782.2,3605218.034730,0
1673925300000,7.94540,7.98030,7.91820,7.97280,549435.0,1673926199999,4369058.596640,8715,268512.3,2135792.155710,0
1673926200000,7.97160,7.97460,7.91630,7.94410,396719.3,1673927099999,3152334.695620,6926,194363.5,1544778.547670,0
1673927100000,7.94760,7.96900,7.92080,7.94830,512169.7,1673927999999,4068330.394010,8822,259163.7,2058420.300580,0
1673928000000,7.94840,7.99000,7.93700,7.94230,651970.8,1673928899999,5189838.146260,10438,361721.5,2879969.394350,0
1673928900000,7.94190,8.11180,7.93860,8.09180,1472287.4,1673929799999,11813540.097290,20134,828461.7,6647940.449250,0
1673929800000,8.09240,8.22770,8.06010,8.13860,2384740.9,1673930699999,19431470.991360,33823,1281695.0,10446416.439240,0
1673930700000,8.13670,8.15600,8.08120,8.12740,1067811.2,1673931599999,8665279.573930,14242,553630.3,4493618.278950,0
1673931600000,8.12670,8.15000,8.07500,8.09390,687155.6,1673932499999,5572163.272350,11953,316270.3,2565366.755400,0
1673932500000,8.09380,8.12960,8.06830,8.08820,574267.7,1673933399999,4645536.456270,9112,277144.9,2242623.740290,0
1673933400000,8.08800,8.12550,8.08600,8.10310,417729.4,1673934299999,3385557.642690,7008,194885.6,1579380.580390,0
