open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1674345600000,11.75940,12.04420,11.73010,11.99760,3599936.0,1674346499999,42807351.547510,65486,2050969.8,24401508.776700,0
1674346500000,11.99600,12.14420,11.95580,12.07800,2673270.7,1674347399999,32208120.131640,51742,1392311.8,16781047.601620,0
1674347400000,12.07800,12.13510,12.00000,12.09110,1553578.2,1674348299999,18746529.028510,33545,751762.5,9073811.465480,0
1674348300000,12.09300,12.12000,12.02120,12.08080,895537.1,1674349199999,10811484.530100,23447,442817.7,5347042.097760,0
1674349200000,12.08180,12.34420,12.01100,12.26630,2628853.7,1674350099999,32083811.880510,53231,1438483.8,17561447.465250,0
1674350100000,12.26630,12.32450,12.15220,12.18300,1429839.4,1674350999999,17480489.966550,31956,657963.2,8047196.111400,0
1674351000000,12.18600,12.32350,12.13980,12.17250,1313512.6,1674351899999,16089046.269680,29304,609580.5,7469391.108720,0
1674351900000,12.17160,12.38530,12.17040,12.29060,1700076.3,1674352799999,20860929.805120,35504,863821.3,10602289.614100,0
1674352800000,12.29050,12.39580,12.23100,12.26030,1163807.1,1674353699999,14315263.141010,27448,593396.3,7301820.985760,0
1674353700000,12.26030,12.29630,12.17000,12.27350,1103240.1,1674354599999,13490307.634920,26064,576386.3,7049779.429690,0
1674354600000,12.27360,12.35000,12.07500,12.15990,1453081.6,1674355499999,17801483.969990,29646,661776.2,8113480.716240,0
1674355500000,12.15990,12.25800,12.13610,12.17110,1308352.3,1674356399999,15958869.004240,29708,625331.1,7627764.931600,0
1674356400000,12.16990,12.31610,12.16200,12.30220,1031529.6,1674357299999,12625131.514660,22310,588591.1,7206463.891630,0
1674357300000,12.30230,12.47100,12.24110,12.43110,2115907.0,1674358199999,26147437.800450,37888,1149201.6,14207711.863360,0
1674358200000,12.43160,12.58880,12.37210,12.48880,2193587.6,1674359099999,27373314.907340,40422,1143734.5,14278105.895770,0
1674359100000,12.48840,12.52450,12.41110,12.45000,1080591.6,1674359999999,13459664.683610,23268,533741.1,6649555.399350,0
