agg_trade_id,price,quantity,first_trade_id,last_trade_id,transact_time,is_buyer_maker
7124994,0.2047000,2748,16784181,16784185,1678147204745,true
7124995,0.2048000,115,16784186,16784186,1678147204764,false
7124996,0.2047000,3627,16784187,16784190,1678147204806,true
7124997,0.2048000,101,16784191,16784191,1678147205273,false
7124998,0.2048000,2210,16784192,16784192,1678147205531,false
7124999,0.2047000,2256,16784193,16784197,1678147205569,true
7125000,0.2047000,1397,16784198,16784203,1678147207590,true
7125001,0.2047000,680,16784204,16784205,1678147207941,true
7125002,0.2047000,606,16784206,16784206,1678147209609,true
7125003,0.2047000,821,16784207,16784210,1678147210694,true
7125004,0.2047000,2912,16784211,16784214,1678147214161,true
7125005,0.2047000,2120,16784215,16784217,1678147214195,false
7125006,0.2047000,5460,16784218,16784221,1678147214334,false
7125007,0.2047000,6553,16784222,16784226,1678147215448,true
7125008,0.2047000,5357,16784227,16784230,1678147216415,false
7125009,0.2047000,692,16784231,16784231,1678147216533,true
7125010,0.2047000,715,16784232,16784232,1678147218739,true
7125011,0.2047000,11836,16784233,16784242,1678147221432,true
7125012,0.2047000,506,16784243,16784243,1678147224711,false
7125013,0.2047000,605,16784244,16784245,1678147226406,false
7125014,0.2046000,3439,16784246,16784249,1678147226435,true
7125015,0.2045000,3313,16784250,16784253,1678147226559,true
7125016,0.2044000,2337,16784254,16784256,1678147229635,true
7125017,0.2044000,268,16784257,16784257,1678147230033,false
7125018,0.2043000,2111,16784258,16784259,1678147230276,true
7125019,0.2044000,106,16784260,16784261,1678147233023,false
7125020,0.2044000,643,16784262,16784262,1678147234305,false
7125021,0.2043000,532,16784263,16784263,1678147234534,true
7125022,0.2042000,2485,16784264,16784267,1678147240496,true
7125023,0.2041000,2274,16784268,16784269,1678147240588,true
7125024,0.2042000,3889,16784270,16784275,1678147240986,false
7125025,0.2042000,1330,16784276,16784277,1678147242725,true
7125026,0.2043000,494,16784278,16784278,1678147242729,false
7125027,0.2043000,708,16784279,16784279,1678147244554,false
7125028,0.2042000,1052,16784280,16784282,1678147247502,true
7125029,0.2042000,592,16784283,16784284,1678147250899,true
7125030,0.2043000,610,16784285,16784285,1678147254660,false
7125031,0.2043000,77,16784286,16784286,1678147260099,false
7125032,0.2042000,805,16784287,16784288,1678147281552,true
7125033,0.2042000,555,16784289,16784289,1678147293219,true
7125034,0.2042000,1480,16784290,16784290,1678147295531,true
7125035,0.2041000,1218,16784291,16784294,1678147304018,true
7125036,0.2040000,15194,16784295,16784308,1678147304094,true
7125037,0.2039000,2352,16784309,16784310,1678147306210,true
7125038,0.2040000,1203,16784311,16784312,1678147306832,false
7125039,0.2039000,196,16784313,16784314,1678147313636,true
7125040,0.2040000,97,16784315,16784315,1678147314024,false
7125041,0.2039000,216,16784316,16784316,1678147316973,true
7125042,0.2039000,1077,16784317,16784318,1678147318361,true
7125043,0.2038000,412,16784319,16784319,1678147318461,true
7125044,0.2039000,18003,16784320,16784334,1678147320059,false
7125045,0.2039000,2332,16784335,16784338,1678147321867,true
7125046,0.2039000,561,16784339,16784339,1678147323516,false
7125047,0.2038000,1007,16784340,16784340,1678147335500,true
7125048,0.2038000,5652,16784341,16784348,1678147342962,true
7125049,0.2039000,60,16784349,16784349,1678147344074,false
7125050,0.2039000,268,16784350,16784350,1678147355733,false
7125051,0.2038000,1735,16784351,16784357,1678147357200,true
7125052,0.2038000,1163,16784358,16784359,1678147358301,false
7125053,0.2038000,1515,16784360,16784362,1678147358629,true
7125054,0.2038000,1686,16784363,16784365,1678147368885,true
7125055,0.2037000,1040,16784366,16784369,1678147369598,true
7125056,0.2037000,98,16784370,16784370,1678147372649,true
7125057,0.2038000,77,16784371,16784371,1678147374106,false
7125058,0.2038000,1843,16784372,16784374,1678147377451,false
7125059,0.2037000,1252,16784375,16784375,1678147377506,true
7125060,0.2038000,59,16784376,16784376,1678147380126,false
7125061,0.2038000,814,16784377,16784377,1678147383971,false
7125062,0.2037000,2019,16784378,16784380,1678147392687,true
7125063,0.2037000,738,16784381,16784381,1678147393612,true
7125064,0.2038000,170,16784382,16784383,1678147396345,false
7125065,0.2037000,627,16784384,16784384,1678147402272,true
7125066,0.2037000,2280,16784385,16784386,1678147403612,true
7125067,0.2037000,449,16784387,16784388,1678147403641,false
7125068,0.2037000,78,16784389,16784389,1678147404124,false
7125069,0.2036000,830,16784390,16784393,1678147408290,true
7125070,0.2036000,15753,16784394,16784402,1678147408429,true
7125071,0.2036000,130,16784403,16784403,1678147410030,false
7125072,0.2035000,760,16784404,16784406,1678147410102,true
7125073,0.2036000,127,16784407,16784407,1678147413828,false
7125074,0.2035000,1471,16784408,16784409,1678147414669,true
7125075,0.2035000,554,16784410,16784410,1678147415670,true
7125076,0.2035000,741,16784411,16784411,1678147417798,true
7125077,0.2036000,52,16784412,16784412,1678147434070,false
7125078,0.2035000,1271,16784413,16784413,1678147437126,true
7125079,0.2035000,574,16784414,16784414,1678147437240,true
7125080,0.2035000,1231,16784415,16784416,1678147442159,true
7125081,0.2036000,509,16784417,16784417,1678147442720,false
7125082,0.2036000,719,16784418,16784418,1678147442845,false
7125083,0.2036000,1189,16784419,16784420,1678147443881,false
7125084,0.2036000,355,16784421,16784422,1678147447906,false
7125085,0.2035000,228,16784423,16784423,1678147458683,true
7125086,0.2035000,74,16784424,16784424,1678147462023,true
7125087,0.2035000,585,16784425,16784426,1678147467402,true
7125088,0.2035000,600,16784427,16784427,1678147470601,true
7125089,0.2035000,69,16784428,16784429,1678147472152,true
7125090,0.2035000,69,16784430,16784430,1678147484309,true
7125091,0.2035000,658,16784431,16784431,1678147486075,true
7125092,0.2035000,69,16784432,16784432,1678147493409,true
7125093,0.2035000,673,16784433,16784435,1678147501972,true
7125094,0.2036000,1440,16784436,16784436,1678147504392,false
7125095,0.2035000,69,16784437,16784437,1678147504587,true
7125096,0.2035000,1409,16784438,16784439,1678147507745,true
7125097,0.2036000,709,16784440,16784440,1678147510240,false
7125098,0.2035000,2995,16784441,16784444,1678147511736,true
7125099,0.2035000,1189,16784445,16784445,1678147512504,true
7125100,0.2035000,69,16784446,16784446,1678147513761,true
7125101,0.2035000,983,16784447,16784447,1678147515269,true
7125102,0.2034000,6065,16784448,16784454,1678147515661,true
7125103,0.2034000,10891,16784455,16784460,1678147521774,false
7125104,0.2035000,42193,16784461,16784476,1678147521807,false
7125105,0.2036000,13186,16784477,16784486,1678147521847,false
7125106,0.2037000,9590,16784487,16784491,1678147522335,false
7125107,0.2037000,162,16784492,16784492,1678147522839,false
7125108,0.2038000,147,16784493,16784493,1678147522968,false
7125109,0.2038000,69,16784494,16784494,1678147523934,true
7125110,0.2038000,295,16784495,16784495,1678147535020,true
7125111,0.2037000,992,16784496,16784496,1678147535020,true
7125112,0.2037000,1869,16784497,16784499,1678147537559,true
7125113,0.2037000,49,16784500,16784500,1678147538517,false
7125114,0.2036000,2997,16784501,16784504,1678147539449,true
7125115,0.2036000,18695,16784505,16784513,1678147539554,true
7125116,0.2035000,3495,16784514,16784517,1678147540230,true
7125117,0.2035000,1501,16784518,16784519,1678147540542,false
7125118,0.2035000,665,16784520,16784521,1678147543277,true
7125119,0.2035000,1373,16784522,16784522,1678147545625,true
7125120,0.2036000,47,16784523,16784523,1678147550226,false
7125121,0.2035000,2134,16784524,16784526,1678147556691,true
7125122,0.2034000,90,16784527,16784527,1678147556691,true
7125123,0.2035000,500,16784528,16784528,1678147556700,false
7125124,0.2035000,10590,16784529,16784536,1678147562356,false
7125125,0.2036000,1001,16784537,16784539,1678147564161,false
7125126,0.2037000,47,16784540,16784540,1678147564335,false
7125127,0.2036000,1304,16784541,16784542,1678147565425,true
7125128,0.2036000,2536,16784543,16784544,1678147575963,true
7125129,0.2036000,47,16784545,16784545,1678147576563,false
7125130,0.2036000,47,16784546,16784546,1678147587243,false
7125131,0.2036000,47,16784547,16784547,1678147594387,false
7125132,0.2035000,1777,16784548,16784549,1678147606284,true
7125133,0.2036000,47,16784550,16784550,1678147606510,false
7125134,0.2036000,6224,16784551,16784555,1678147610779,false
7125135,0.2037000,982,16784556,16784556,1678147611117,false
7125136,0.2038000,1068,16784557,16784559,1678147615587,true
7125137,0.2038000,930,16784560,16784561,1678147617119,true
7125138,0.2038000,665,16784562,16784562,1678147617248,false
7125139,0.2037000,2727,16784563,16784565,1678147620004,true
7125140,0.2037000,1011,16784566,16784566,1678147629842,true
7125141,0.2037000,6269,16784567,16784571,1678147632254,true
7125142,0.2037000,13089,16784572,16784581,1678147636859,false
7125143,0.2038000,981,16784582,16784583,1678147636899,false
7125144,0.2038000,4934,16784584,16784605,1678147651696,false
7125145,0.2039000,5470,16784606,16784627,1678147651697,false
7125146,0.2038000,4371,16784628,16784635,1678147666242,true
7125147,0.2037000,1443,16784636,16784637,1678147666417,true
7125148,0.2037000,1541,16784638,16784638,1678147667917,true
7125149,0.2037000,40,16784639,16784639,1678147693450,false
7125150,0.2037000,5855,16784640,16784645,1678147700095,false
7125151,0.2038000,35,16784646,16784646,1678147702559,false
7125152,0.2037000,4520,16784647,16784650,1678147702821,true
7125153,0.2036000,426,16784651,16784651,1678147702821,true
7125154,0.2037000,35,16784652,16784652,1678147709732,false
7125155,0.2036000,923,16784653,16784653,1678147711279,true
7125156,0.2036000,8071,16784654,16784659,1678147712816,true
7125157,0.2037000,35,16784660,16784660,1678147723831,false
7125158,0.2036000,500,16784661,16784661,1678147734782,true
7125159,0.2037000,35,16784662,16784662,1678147737012,false
7125160,0.2037000,683,16784663,16784664,1678147742781,false
7125161,0.2037000,1176,16784665,16784666,1678147743958,false
7125162,0.2037000,35,16784667,16784667,1678147748184,false
7125163,0.2037000,35,16784668,16784668,1678147757307,false
7125164,0.2036000,1846,16784669,16784673,1678147790551,true
7125165,0.2036000,492,16784674,16784674,1678147802879,false
7125166,0.2036000,689,16784675,16784676,1678147804404,false
