agg_trade_id,price,quantity,first_trade_id,last_trade_id,transact_time,is_buyer_maker
7244965,0.1525000,4166,17091425,17091428,1678492804034,false
7244966,0.1525000,1258,17091429,17091431,1678492804188,false
7244967,0.1524000,389,17091432,17091432,1678492804207,true
7244968,0.1525000,2057,17091433,17091435,1678492804215,false
7244969,0.1526000,1168,17091436,17091436,1678492804215,false
7244970,0.1525000,2981,17091437,17091437,1678492805912,false
7244971,0.1525000,5498,17091438,17091444,1678492806529,false
7244972,0.1526000,1327,17091445,17091448,1678492806587,false
7244973,0.1526000,1266,17091449,17091450,1678492806773,false
7244974,0.1526000,847,17091451,17091451,1678492806926,false
7244975,0.1526000,150,17091452,17091452,1678492810079,false
7244976,0.1525000,2640,17091453,17091455,1678492810472,true
7244977,0.1525000,1703,17091456,17091456,1678492810647,true
7244978,0.1525000,797,17091457,17091457,1678492811647,true
7244979,0.1526000,4328,17091458,17091463,1678492811745,false
7244980,0.1526000,2349,17091464,17091464,1678492811926,false
7244981,0.1526000,5141,17091465,17091467,1678492812084,false
7244982,0.1526000,1836,17091468,17091471,1678492815392,false
7244983,0.1527000,3631,17091472,17091474,1678492815633,false
7244984,0.1527000,932,17091475,17091476,1678492815739,false
7244985,0.1526000,2961,17091477,17091477,1678492816702,true
7244986,0.1527000,5144,17091478,17091481,1678492819639,false
7244987,0.1527000,6609,17091482,17091488,1678492819777,false
7244988,0.1527000,2827,17091489,17091491,1678492820189,false
7244989,0.1527000,1637,17091492,17091494,1678492820588,true
7244990,0.1528000,150,17091495,17091495,1678492822358,false
7244991,0.1528000,3415,17091496,17091502,1678492822841,false
7244992,0.1529000,1636,17091503,17091506,1678492823659,false
7244993,0.1529000,1685,17091507,17091511,1678492825159,false
7244994,0.1529000,280,17091512,17091512,1678492825312,false
7244995,0.1529000,2112,17091513,17091515,1678492825536,true
7244996,0.1530000,6309,17091516,17091524,1678492825817,false
7244997,0.1530000,528,17091525,17091525,1678492826182,true
7244998,0.1530000,197,17091526,17091526,1678492826605,true
7244999,0.1530000,264,17091527,17091527,1678492826867,true
7245000,0.1530000,1257,17091528,17091529,1678492828610,true
7245001,0.1531000,868,17091530,17091531,1678492828612,false
7245002,0.1531000,1101,17091532,17091534,1678492830870,false
7245003,0.1530000,814,17091535,17091535,1678492832737,true
7245004,0.1531000,6131,17091536,17091546,1678492833600,false
7245005,0.1531000,792,17091547,17091547,1678492833868,true
7245006,0.1531000,2640,17091548,17091549,1678492834534,true
7245007,0.1531000,327,17091550,17091550,1678492835438,true
7245008,0.1531000,2823,17091551,17091552,1678492835592,true
7245009,0.1532000,4190,17091553,17091558,1678492835613,false
7245010,0.1532000,1232,17091559,17091559,1678492835715,false
7245011,0.1533000,3148,17091560,17091564,1678492835721,false
7245012,0.1534000,517,17091565,17091567,1678492835745,false
