agg_trade_id,price,quantity,first_trade_id,last_trade_id,transact_time,is_buyer_maker
7055648,0.2148000,846,16581127,16581129,1677888004633,false
7055649,0.2147000,2278,16581130,16581133,1677888004659,true
7055650,0.2147000,663,16581134,16581134,1677888008435,true
7055651,0.2148000,1100,16581135,16581135,1677888008472,false
7055652,0.2148000,3130,16581136,16581142,1677888008579,false
7055653,0.2147000,1060,16581143,16581144,1677888008822,true
7055654,0.2148000,768,16581145,16581146,1677888010663,false
7055655,0.2148000,849,16581147,16581148,1677888010942,false
7055656,0.2148000,1416,16581149,16581150,1677888011691,true
7055657,0.2150000,556,16581151,16581152,1677888011696,false
7055658,0.2150000,658,16581153,16581156,1677888012650,false
7055659,0.2149000,1050,16581157,16581159,1677888013105,false
7055660,0.2150000,100,16581160,16581160,1677888016556,false
7055661,0.2151000,644,16581161,16581163,1677888016556,false
7055662,0.2151000,117,16581164,16581164,1677888016690,true
7055663,0.2151000,2095,16581165,16581166,1677888017392,true
7055664,0.2152000,47,16581167,16581167,1677888017523,false
7055665,0.2151000,46,16581168,16581168,1677888018036,true
7055666,0.2152000,95,16581169,16581169,1677888020841,false
7055667,0.2151000,87,16581170,16581170,1677888023175,true
7055668,0.2151000,478,16581171,16581171,1677888025086,true
7055669,0.2152000,1257,16581172,16581174,1677888025086,false
7055670,0.2152000,509,16581175,16581175,1677888026634,false
7055671,0.2151000,139,16581176,16581176,1677888027226,true
7055672,0.2151000,503,16581177,16581179,1677888027824,true
7055673,0.2152000,1058,16581180,16581181,1677888027828,false
7055674,0.2151000,649,16581182,16581182,1677888032513,true
7055675,0.2152000,2078,16581183,16581184,1677888033678,false
7055676,0.2152000,966,16581185,16581186,1677888034642,false
7055677,0.2152000,524,16581187,16581187,1677888035863,false
7055678,0.2151000,2185,16581188,16581189,1677888036175,true
7055679,0.2151000,1647,16581190,16581192,1677888039602,true
7055680,0.2152000,3620,16581193,16581195,1677888039633,false
7055681,0.2152000,1023,16581196,16581197,1677888043134,false
7055682,0.2152000,906,16581198,16581200,1677888047637,false
7055683,0.2152000,8178,16581201,16581206,1677888048983,false
7055684,0.2153000,7893,16581207,16581217,1677888049094,false
7055685,0.2154000,1218,16581218,16581222,1677888049105,false
7055686,0.2155000,46,16581223,16581223,1677888050070,false
7055687,0.2154000,46,16581224,16581224,1677888051042,true
7055688,0.2155000,7880,16581225,16581237,1677888052133,false
7055689,0.2155000,4373,16581238,16581241,1677888052633,true
7055690,0.2154000,1297,16581242,16581243,1677888052660,true
7055691,0.2153000,1299,16581244,16581246,1677888052679,true
7055692,0.2154000,605,16581247,16581248,1677888052738,false
7055693,0.2154000,605,16581249,16581249,1677888053306,false
7055694,0.2154000,531,16581250,16581250,1677888054681,false
7055695,0.2154000,478,16581251,16581251,1677888058540,false
7055696,0.2154000,1432,16581252,16581254,1677888059298,false
7055697,0.2155000,4172,16581255,16581260,1677888059313,false
7055698,0.2156000,2073,16581261,16581266,1677888059324,false
7055699,0.2156000,1157,16581267,16581267,1677888059544,false
7055700,0.2157000,46,16581268,16581269,1677888060056,false
7055701,0.2156000,4360,16581270,16581273,1677888062438,true
7055702,0.2156000,2528,16581274,16581274,1677888062570,false
7055703,0.2155000,505,16581275,16581276,1677888062861,true
7055704,0.2156000,3417,16581277,16581281,1677888067991,false
7055705,0.2157000,27183,16581282,16581294,1677888067991,false
7055706,0.2158000,10143,16581295,16581302,1677888067991,false
7055707,0.2159000,7583,16581303,16581310,1677888068005,false
7055708,0.2159000,2466,16581311,16581314,1677888068176,false
7055709,0.2160000,1719,16581315,16581318,1677888068581,false
7055710,0.2159000,280,16581319,16581319,1677888068788,true
7055711,0.2159000,429,16581320,16581321,1677888068933,true
7055712,0.2160000,1667,16581322,16581323,1677888071924,false
7055713,0.2160000,1553,16581324,16581327,1677888073095,false
7055714,0.2160000,2440,16581328,16581330,1677888074085,false
7055715,0.2160000,5018,16581331,16581337,1677888074108,true
7055716,0.2160000,3640,16581338,16581342,1677888076084,false
7055717,0.2160000,3661,16581343,16581347,1677888076220,true
7055718,0.2159000,39058,16581348,16581367,1677888076432,true
7055719,0.2159000,8939,16581368,16581371,1677888078172,false
7055720,0.2159000,529,16581372,16581372,1677888078649,false
7055721,0.2159000,234,16581373,16581373,1677888078904,false
7055722,0.2159000,9638,16581374,16581378,1677888083116,false
7055723,0.2160000,12817,16581379,16581386,1677888083116,false
7055724,0.2161000,19351,16581387,16581401,1677888083116,false
7055725,0.2162000,21413,16581402,16581411,1677888083116,false
7055726,0.2161000,515,16581412,16581412,1677888083127,false
7055727,0.2162000,2234,16581413,16581413,1677888083127,false
7055728,0.2161000,1530,16581414,16581416,1677888083132,false
7055729,0.2162000,1569,16581417,16581421,1677888083154,true
7055730,0.2161000,3345,16581422,16581425,1677888083243,true
7055731,0.2162000,535,16581426,16581427,1677888083395,true
7055732,0.2161000,3400,16581428,16581431,1677888083411,true
7055733,0.2161000,495,16581432,16581432,1677888083597,true
7055734,0.2160000,6896,16581433,16581440,1677888083603,true
7055735,0.2159000,1000,16581441,16581442,1677888083631,true
