agg_trade_id,price,quantity,first_trade_id,last_trade_id,transact_time,is_buyer_maker
7104202,0.2037000,856,16722515,16722515,1678060804476,true
7104203,0.2038000,2196,16722516,16722516,1678060805583,false
7104204,0.2037000,2784,16722517,16722519,1678060806392,true
7104205,0.2037000,833,16722520,16722521,1678060806562,true
7104206,0.2038000,564,16722522,16722523,1678060806615,false
7104207,0.2037000,1725,16722524,16722525,1678060807941,true
7104208,0.2037000,6253,16722526,16722529,1678060808801,true
7104209,0.2037000,500,16722530,16722530,1678060808838,false
7104210,0.2038000,570,16722531,16722533,1678060808838,false
7104211,0.2037000,500,16722534,16722534,1678060808895,true
7104212,0.2036000,1297,16722535,16722537,1678060808895,true
7104213,0.2036000,691,16722538,16722539,1678060811688,true
7104214,0.2035000,41,16722540,16722541,1678060812251,true
7104215,0.2035000,3503,16722542,16722545,1678060813517,true
7104216,0.2034000,2447,16722546,16722548,1678060813517,true
7104217,0.2034000,762,16722549,16722550,1678060814130,true
7104218,0.2033000,612,16722551,16722553,1678060815967,true
7104219,0.2032000,1043,16722554,16722555,1678060818509,true
7104220,0.2031000,2427,16722556,16722559,1678060818673,true
7104221,0.2030000,41,16722560,16722560,1678060819500,true
7104222,0.2030000,344,16722561,16722561,1678060820281,true
7104223,0.2030000,2286,16722562,16722568,1678060823676,true
7104224,0.2030000,9105,16722569,16722576,1678060823912,false
7104225,0.2031000,443,16722577,16722577,1678060824053,false
7104226,0.2030000,82,16722578,16722578,1678060825457,true
7104227,0.2030000,4649,16722579,16722584,1678060826369,true
7104228,0.2029000,8495,16722585,16722590,1678060826369,true
7104229,0.2028000,2393,16722591,16722592,1678060826369,true
7104230,0.2029000,2417,16722593,16722595,1678060826408,false
7104231,0.2030000,2963,16722596,16722598,1678060826455,false
7104232,0.2030000,289,16722599,16722599,1678060828078,false
7104233,0.2029000,121,16722600,16722601,1678060828574,true
7104234,0.2030000,1506,16722602,16722604,1678060829020,false
7104235,0.2030000,607,16722605,16722605,1678060830076,false
7104236,0.2030000,10926,16722606,16722622,1678060831490,false
7104237,0.2029000,614,16722623,16722624,1678060831564,true
7104238,0.2029000,981,16722625,16722627,1678060832682,true
7104239,0.2030000,86,16722628,16722628,1678060835534,false
7104240,0.2029000,1745,16722629,16722629,1678060835646,true
7104241,0.2029000,618,16722630,16722631,1678060836902,true
7104242,0.2029000,3947,16722632,16722637,1678060837515,true
7104243,0.2029000,41,16722638,16722638,1678060837789,true
7104244,0.2029000,2594,16722639,16722641,1678060840941,true
7104245,0.2029000,1554,16722642,16722643,1678060845642,true
7104246,0.2029000,1200,16722644,16722644,1678060846527,true
7104247,0.2029000,846,16722645,16722645,1678060850024,true
7104248,0.2029000,41,16722646,16722646,1678060851953,true
7104249,0.2030000,76,16722647,16722647,1678060854052,false
7104250,0.2029000,846,16722648,16722648,1678060855651,true
7104251,0.2029000,684,16722649,16722650,1678060857743,true
7104252,0.2030000,724,16722651,16722652,1678060862950,false
7104253,0.2029000,1757,16722653,16722655,1678060865032,true
7104254,0.2029000,812,16722656,16722657,1678060866025,true
7104255,0.2029000,796,16722658,16722660,1678060866693,true
7104256,0.2029000,1188,16722661,16722662,1678060867973,true
7104257,0.2029000,129,16722663,16722664,1678060869203,true
7104258,0.2028000,5886,16722665,16722666,1678060869203,true
7104259,0.2028000,2403,16722667,16722668,1678060874611,true
7104260,0.2028000,775,16722669,16722670,1678060875987,true
7104261,0.2028000,802,16722671,16722672,1678060876719,true
7104262,0.2027000,4131,16722673,16722679,1678060876720,true
7104263,0.2027000,2533,16722680,16722683,1678060877035,true
7104264,0.2026000,9159,16722684,16722690,1678060877487,true
7104265,0.2025000,3248,16722691,16722700,1678060877543,true
7104266,0.2024000,2741,16722701,16722702,1678060877622,true
7104267,0.2025000,1000,16722703,16722704,1678060877887,false
7104268,0.2026000,5259,16722705,16722710,1678060878009,false
7104269,0.2026000,11026,16722711,16722719,1678060881273,true
7104270,0.2026000,2882,16722720,16722724,1678060884178,false
7104271,0.2026000,1721,16722725,16722725,1678060884371,false
7104272,0.2027000,29587,16722726,16722737,1678060884455,false
7104273,0.2027000,500,16722738,16722738,1678060887607,true
7104274,0.2028000,174,16722739,16722739,1678060888123,false
7104275,0.2028000,174,16722740,16722740,1678060890120,false
7104276,0.2027000,5930,16722741,16722749,1678060891632,true
7104277,0.2026000,1832,16722750,16722751,1678060895848,true
7104278,0.2026000,500,16722752,16722752,1678060896028,true
7104279,0.2026000,1589,16722753,16722755,1678060896932,false
7104280,0.2026000,964,16722756,16722756,1678060897600,true
7104281,0.2027000,45,16722757,16722757,1678060898072,false
7104282,0.2026000,1649,16722758,16722760,1678060901036,true
7104283,0.2026000,791,16722761,16722761,1678060908832,true
7104284,0.2026000,655,16722762,16722762,1678060910107,true
7104285,0.2027000,1419,16722763,16722763,1678060910198,false
7104286,0.2026000,670,16722764,16722764,1678060911666,true
7104287,0.2027000,75,16722765,16722765,1678060918102,false
7104288,0.2026000,596,16722766,16722767,1678060918157,true
7104289,0.2027000,1056,16722768,16722768,1678060919133,false
7104290,0.2027000,75,16722769,16722769,1678060920076,false
7104291,0.2027000,268,16722770,16722771,1678060921552,false
7104292,0.2027000,157,16722772,16722772,1678060924470,false
7104293,0.2027000,268,16722773,16722773,1678060926684,false
7104294,0.2027000,157,16722774,16722774,1678060929467,false
7104295,0.2027000,268,16722775,16722775,1678060931545,false
7104296,0.2026000,862,16722776,16722777,1678060932649,true
7104297,0.2027000,157,16722778,16722778,1678060934467,false
7104298,0.2026000,2203,16722779,16722779,1678060934553,true
7104299,0.2027000,268,16722780,16722780,1678060936549,false
7104300,0.2026000,929,16722781,16722782,1678060936631,true
7104301,0.2026000,541,16722783,16722783,1678060937682,true
7104302,0.2027000,155,16722784,16722784,1678060939605,false
7104303,0.2027000,268,16722785,16722785,1678060941704,false
7104304,0.2027000,157,16722786,16722786,1678060944609,false
7104305,0.2027000,268,16722787,16722787,1678060946578,false
7104306,0.2026000,200,16722788,16722789,1678060961619,true
7104307,0.2027000,986,16722790,16722791,1678060962502,false
7104308,0.2026000,3344,16722792,16722794,1678060968041,true
7104309,0.2026000,535,16722795,16722795,1678060968485,true
7104310,0.2026000,195,16722796,16722796,1678060968742,true
7104311,0.2025000,971,16722797,16722798,1678060972963,true
7104312,0.2025000,14041,16722799,16722809,1678060973080,true
7104313,0.2025000,89,16722810,16722810,1678060974051,false
7104314,0.2024000,7425,16722811,16722814,1678060974211,true
7104315,0.2024000,501,16722815,16722815,1678060975878,true
7104316,0.2024000,6674,16722816,16722818,1678060977517,true
7104317,0.2023000,5086,16722819,16722823,1678060977517,true
7104318,0.2023000,195,16722824,16722824,1678060977874,true
7104319,0.2024000,240,16722825,16722825,1678060978018,false
7104320,0.2023000,2394,16722826,16722828,1678060978779,true
7104321,0.2024000,220,16722829,16722829,1678060980101,false
7104322,0.2024000,268,16722830,16722831,1678060981560,false
7104323,0.2023000,1373,16722832,16722833,1678060982674,true
7104324,0.2024000,753,16722834,16722836,1678060982931,false
7104325,0.2024000,1561,16722837,16722838,1678060983220,false
7104326,0.2024000,715,16722839,16722839,1678060983688,false
7104327,0.2024000,240,16722840,16722840,1678060988113,false
7104328,0.2023000,745,16722841,16722841,1678060989359,true
7104329,0.2024000,20408,16722842,16722847,1678060989619,false
7104330,0.2025000,7239,16722848,16722851,1678060989659,false
7104331,0.2025000,2458,16722852,16722854,1678060989673,true
7104332,0.2026000,5253,16722855,16722859,1678060989725,false
7104333,0.2026000,754,16722860,16722861,1678060990750,false
7104334,0.2026000,195,16722862,16722862,1678060991500,true
7104335,0.2026000,582,16722863,16722863,1678060991697,true
7104336,0.2027000,38,16722864,16722864,1678060998790,false
7104337,0.2026000,1945,16722865,16722868,1678061003047,true
7104338,0.2026000,195,16722869,16722869,1678061003705,true
7104339,0.2026000,3419,16722870,16722871,1678061004387,true
7104340,0.2026000,1097,16722872,16722875,1678061011825,true
7104341,0.2026000,584,16722876,16722877,1678061015288,true
7104342,0.2026000,1330,16722878,16722880,1678061018370,true
7104343,0.2026000,970,16722881,16722882,1678061018944,true
7104344,0.2025000,22,16722883,16722883,1678061019001,true
7104345,0.2025000,605,16722884,16722884,1678061022076,true
7104346,0.2025000,1703,16722885,16722885,1678061026671,true
7104347,0.2025000,2860,16722886,16722888,1678061028482,true
7104348,0.2025000,56,16722889,16722889,1678061031449,true
7104349,0.2025000,854,16722890,16722891,1678061032887,true
7104350,0.2025000,967,16722892,16722893,1678061040071,true
7104351,0.2026000,545,16722894,16722895,1678061042663,false
7104352,0.2026000,742,16722896,16722896,1678061043304,false
7104353,0.2025000,1605,16722897,16722897,1678061046591,true
7104354,0.2025000,8263,16722898,16722904,1678061048691,true
7104355,0.2024000,28687,16722905,16722916,1678061048691,true
7104356,0.2023000,578,16722917,16722917,1678061048794,true
7104357,0.2023000,737,16722918,16722920,1678061051065,true
7104358,0.2024000,2460,16722921,16722923,1678061051065,false
7104359,0.2023000,1192,16722924,16722925,1678061051525,true
7104360,0.2024000,4789,16722926,16722929,1678061055452,false
7104361,0.2023000,132,16722930,16722930,1678061057536,true
7104362,0.2024000,871,16722931,16722931,1678061059534,false
7104363,0.2025000,290,16722932,16722932,1678061059609,false
7104364,0.2025000,1483,16722933,16722935,1678061071045,false
7104365,0.2025000,5597,16722936,16722941,1678061076671,true
7104366,0.2024000,10000,16722942,16722949,1678061078818,true
7104367,0.2023000,913,16722950,16722950,1678061084982,true
7104368,0.2024000,755,16722951,16722952,1678061088279,false
7104369,0.2024000,296,16722953,16722953,1678061090421,false
7104370,0.2025000,296,16722954,16722954,1678061090640,false
7104371,0.2025000,880,16722955,16722956,1678061091603,true
7104372,0.2026000,7689,16722957,16722965,1678061098579,false
7104373,0.2026000,674,16722966,16722967,1678061100597,true
7104374,0.2027000,1202,16722968,16722969,1678061102133,false
7104375,0.2026000,4268,16722970,16722973,1678061107990,true
7104376,0.2026000,1429,16722974,16722977,1678061110681,true
