agg_trade_id,price,quantity,first_trade_id,last_trade_id,transact_time,is_buyer_maker
7085008,0.2000000,655,16667087,16667088,1677974404785,true
7085009,0.1999000,4418,16667089,16667092,1677974404785,true
7085010,0.1998000,17211,16667093,16667107,1677974404785,true
7085011,0.2000000,2235,16667108,16667108,1677974406005,true
7085012,0.2000000,447,16667109,16667109,1677974406896,true
7085013,0.1998000,537,16667110,16667110,1677974406896,true
7085014,0.1998000,3971,16667111,16667113,1677974407199,true
7085015,0.1999000,1386,16667114,16667115,1677974407242,false
7085016,0.2000000,462,16667116,16667116,1677974407242,false
7085017,0.1998000,3733,16667117,16667121,1677974407309,true
7085018,0.1999000,500,16667122,16667122,1677974407392,false
7085019,0.2000000,5463,16667123,16667128,1677974407392,false
7085020,0.1998000,773,16667129,16667129,1677974407681,true
7085021,0.1998000,646,16667130,16667131,1677974407782,true
7085022,0.1997000,717,16667132,16667132,1677974407782,true
7085023,0.1998000,500,16667133,16667133,1677974407789,false
7085024,0.1999000,27,16667134,16667134,1677974407789,false
7085025,0.1997000,2248,16667135,16667137,1677974407906,true
7085026,0.1998000,614,16667138,16667139,1677974408142,false
7085027,0.1997000,1543,16667140,16667141,1677974409240,true
7085028,0.1998000,543,16667142,16667143,1677974409928,false
7085029,0.1998000,3978,16667144,16667144,1677974410613,false
7085030,0.1998000,1124,16667145,16667148,1677974410777,false
7085031,0.1998000,1410,16667149,16667151,1677974412253,false
7085032,0.1998000,517,16667152,16667153,1677974412808,false
7085033,0.1998000,742,16667154,16667154,1677974414643,false
7085034,0.1997000,795,16667155,16667157,1677974414735,true
7085035,0.1998000,5830,16667158,16667159,1677974415729,false
7085036,0.1998000,191,16667160,16667160,1677974418302,true
7085037,0.1999000,1119,16667161,16667161,1677974418378,false
7085038,0.1998000,88,16667162,16667162,1677974418489,true
7085039,0.1998000,391,16667163,16667164,1677974419515,true
7085040,0.1999000,5677,16667165,16667168,1677974419636,false
7085041,0.2000000,595,16667169,16667170,1677974419955,false
7085042,0.2001000,11815,16667171,16667180,1677974419955,false
7085043,0.2002000,6076,16667181,16667186,1677974419956,false
7085044,0.2003000,1811,16667187,16667192,1677974419956,false
7085045,0.2002000,1959,16667193,16667196,1677974420014,true
7085046,0.2002000,1550,16667197,16667200,1677974420391,true
7085047,0.2001000,40,16667201,16667201,1677974422812,true
7085048,0.2001000,1161,16667202,16667203,1677974426295,true
7085049,0.2001000,186,16667204,16667204,1677974426412,true
7085050,0.2001000,88,16667205,16667205,1677974428662,true
7085051,0.2001000,2928,16667206,16667206,1677974430050,true
7085052,0.2001000,519,16667207,16667207,1677974432180,true
7085053,0.2001000,233,16667208,16667208,1677974433494,true
7085054,0.2002000,3012,16667209,16667209,1677974433623,false
7085055,0.2001000,722,16667210,16667210,1677974433641,true
7085056,0.2001000,186,16667211,16667211,1677974434647,true
7085057,0.2002000,1167,16667212,16667214,1677974435694,false
7085058,0.2001000,526,16667215,16667215,1677974437501,true
7085059,0.2001000,233,16667216,16667217,1677974441599,true
7085060,0.2001000,993,16667218,16667220,1677974442754,true
7085061,0.2001000,1554,16667221,16667222,1677974446352,true
7085062,0.2001000,767,16667223,16667223,1677974446867,true
7085063,0.2001000,2008,16667224,16667224,1677974449468,true
7085064,0.2001000,1265,16667225,16667225,1677974450557,true
7085065,0.2002000,16119,16667226,16667239,1677974451437,false
7085066,0.2003000,4246,16667240,16667243,1677974451458,false
7085067,0.2004000,14719,16667244,16667252,1677974451458,false
7085068,0.2005000,8184,16667253,16667260,1677974451458,false
7085069,0.2006000,21046,16667261,16667270,1677974451458,false
7085070,0.2007000,7730,16667271,16667273,1677974451459,false
7085071,0.2003000,32,16667274,16667274,1677974451459,true
7085072,0.2007000,4999,16667275,16667275,1677974451476,false
7085073,0.2008000,6428,16667276,16667286,1677974451476,false
7085074,0.2007000,3475,16667287,16667293,1677974451500,true
7085075,0.2006000,1017,16667294,16667296,1677974451503,true
7085076,0.2008000,1817,16667297,16667298,1677974451507,false
7085077,0.2007000,3834,16667299,16667302,1677974451512,true
7085078,0.2006000,784,16667303,16667303,1677974451514,true
7085079,0.2007000,1494,16667304,16667304,1677974451521,true
7085080,0.2006000,1136,16667305,16667306,1677974451521,true
7085081,0.2006000,3746,16667307,16667311,1677974451560,false
7085082,0.2007000,1351,16667312,16667315,1677974451563,false
7085083,0.2006000,50,16667316,16667316,1677974451615,true
7085084,0.2007000,1137,16667317,16667317,1677974451661,false
7085085,0.2008000,7459,16667318,16667332,1677974452111,true
7085086,0.2007000,6527,16667333,16667341,1677974452571,true
7085087,0.2007000,391,16667342,16667342,1677974453103,false
7085088,0.2007000,978,16667343,16667344,1677974453545,false
7085089,0.2006000,186,16667345,16667345,1677974453849,true
7085090,0.2006000,233,16667346,16667347,1677974455771,true
7085091,0.2006000,97,16667348,16667348,1677974456092,true
7085092,0.2006000,88,16667349,16667349,1677974457008,true
7085093,0.2007000,6897,16667350,16667355,1677974458549,false
7085094,0.2006000,1219,16667356,16667356,1677974458557,true
7085095,0.2007000,2875,16667357,16667359,1677974458558,false
7085096,0.2008000,500,16667360,16667360,1677974458612,false
7085097,0.2008000,1752,16667361,16667362,1677974458649,true
7085098,0.2009000,5545,16667363,16667374,1677974461557,false
7085099,0.2010000,1494,16667375,16667384,1677974461567,false
7085100,0.2009000,3500,16667385,16667393,1677974461575,true
7085101,0.2010000,1496,16667394,16667396,1677974461658,false
7085102,0.2009000,233,16667397,16667397,1677974462879,true
7085103,0.2009000,637,16667398,16667398,1677974464651,true
7085104,0.2009000,186,16667399,16667399,1677974466942,true
7085105,0.2009000,217,16667400,16667401,1677974467272,true
7085106,0.2009000,97,16667402,16667402,1677974469256,true
7085107,0.2010000,7011,16667403,16667409,1677974469311,false
7085108,0.2010000,1502,16667410,16667411,1677974469370,true
7085109,0.2010000,353,16667412,16667412,1677974470319,true
7085110,0.2011000,1198,16667413,16667416,1677974471345,false
7085111,0.2010000,588,16667417,16667417,1677974473146,true
7085112,0.2011000,10428,16667418,16667427,1677974474700,false
7085113,0.2011000,186,16667428,16667428,1677974475401,true
7085114,0.2012000,1593,16667429,16667433,1677974475760,false
7085115,0.2011000,233,16667434,16667434,1677974475994,true
7085116,0.2011000,1112,16667435,16667435,1677974476592,true
7085117,0.2011000,19637,16667436,16667446,1677974476902,true
7085118,0.2012000,773,16667447,16667448,1677974477596,false
7085119,0.2011000,700,16667449,16667449,1677974479841,true
7085120,0.2011000,1077,16667450,16667451,1677974480762,true
7085121,0.2011000,626,16667452,16667452,1677974481716,true
7085122,0.2011000,97,16667453,16667453,1677974482381,true
7085123,0.2011000,3606,16667454,16667457,1677974484927,true
7085124,0.2010000,692,16667458,16667458,1677974485861,true
7085125,0.2010000,594,16667459,16667460,1677974486323,true
7085126,0.2010000,2270,16667461,16667463,1677974490977,true
7085127,0.2011000,2948,16667464,16667467,1677974490990,false
7085128,0.2011000,1605,16667468,16667468,1677974491472,false
7085129,0.2010000,1889,16667469,16667469,1677974491562,true
7085130,0.2011000,2615,16667470,16667473,1677974491981,false
7085131,0.2010000,612,16667474,16667474,1677974492513,true
7085132,0.2011000,4004,16667475,16667476,1677974493270,false
7085133,0.2010000,524,16667477,16667479,1677974493536,true
7085134,0.2010000,530,16667480,16667480,1677974494930,true
7085135,0.2010000,97,16667481,16667481,1677974495648,true
7085136,0.2011000,2321,16667482,16667485,1677974499512,false
7085137,0.2011000,11824,16667486,16667492,1677974500199,true
7085138,0.2011000,7755,16667493,16667496,1677974501034,true
7085139,0.2012000,6064,16667497,16667501,1677974501613,false
7085140,0.2012000,7909,16667502,16667509,1677974503084,false
7085141,0.2012000,83,16667510,16667510,1677974503268,true
7085142,0.2013000,656,16667511,16667512,1677974505564,false
7085143,0.2012000,16561,16667513,16667525,1677974505564,true
7085144,0.2012000,1691,16667526,16667528,1677974508820,false
7085145,0.2013000,4246,16667529,16667534,1677974508820,false
7085146,0.2012000,6830,16667535,16667539,1677974509696,true
7085147,0.2011000,8565,16667540,16667543,1677974509696,true
7085148,0.2012000,2660,16667544,16667547,1677974513511,false
7085149,0.2012000,3940,16667548,16667551,1677974515896,false
7085150,0.2012000,56,16667552,16667552,1677974517082,true
7085151,0.2013000,5375,16667553,16667558,1677974518462,false
7085152,0.2012000,580,16667559,16667559,1677974518626,true
7085153,0.2013000,550,16667560,16667560,1677974519502,false
7085154,0.2012000,97,16667561,16667562,1677974520929,true
7085155,0.2012000,511,16667563,16667564,1677974522636,true
7085156,0.2012000,1023,16667565,16667566,1677974523074,true
7085157,0.2012000,12580,16667567,16667572,1677974523249,true
7085158,0.2012000,80,16667573,16667573,1677974525738,false
7085159,0.2011000,932,16667574,16667574,1677974525794,true
