agg_trade_id,price,quantity,first_trade_id,last_trade_id,transact_time,is_buyer_maker
7270966,0.1454000,87,17154427,17154427,1678579200377,false
7270967,0.1454000,136,17154428,17154428,1678579204013,false
7270968,0.1453000,797,17154429,17154430,1678579204213,true
7270969,0.1454000,55,17154431,17154431,1678579204262,false
7270970,0.1453000,127,17154432,17154432,1678579204271,true
7270971,0.1454000,2963,17154433,17154435,1678579204277,false
7270972,0.1454000,74,17154436,17154436,1678579204735,false
7270973,0.1454000,71,17154437,17154437,1678579205784,false
7270974,0.1454000,1827,17154438,17154439,1678579206262,false
7270975,0.1453000,5172,17154440,17154443,1678579206266,true
7270976,0.1454000,2719,17154444,17154445,1678579206280,false
7270977,0.1454000,1209,17154446,17154446,1678579206718,false
7270978,0.1454000,907,17154447,17154447,1678579207374,false
7270979,0.1454000,1156,17154448,17154449,1678579207581,false
7270980,0.1454000,2753,17154450,17154450,1678579207897,false
7270981,0.1454000,2824,17154451,17154454,1678579208587,true
7270982,0.1455000,245,17154455,17154455,1678579209144,false
7270983,0.1455000,1439,17154456,17154457,1678579210713,false
7270984,0.1455000,1701,17154458,17154459,1678579212986,false
7270985,0.1455000,1718,17154460,17154462,1678579213803,false
7270986,0.1455000,130,17154463,17154463,1678579214535,false
7270987,0.1454000,614,17154464,17154464,1678579216168,true
7270988,0.1455000,2437,17154465,17154466,1678579216885,false
7270989,0.1456000,1881,17154467,17154469,1678579216961,false
7270990,0.1456000,72,17154470,17154470,1678579218174,false
7270991,0.1455000,879,17154471,17154472,1678579218562,true
7270992,0.1456000,5373,17154473,17154478,1678579218576,false
7270993,0.1457000,136,17154479,17154479,1678579218688,false
7270994,0.1457000,673,17154480,17154480,1678579219917,false
7270995,0.1457000,3877,17154481,17154484,1678579220876,false
7270996,0.1457000,304,17154485,17154485,1678579221128,false
7270997,0.1457000,1145,17154486,17154487,1678579223701,false
7270998,0.1457000,72,17154488,17154488,1678579225341,false
7270999,0.1456000,747,17154489,17154490,1678579225704,true
7271000,0.1457000,55,17154491,17154491,1678579225875,false
7271001,0.1457000,106,17154492,17154492,1678579226263,false
7271002,0.1457000,130,17154493,17154494,1678579226676,false
7271003,0.1457000,897,17154495,17154495,1678579226794,false
7271004,0.1457000,136,17154496,17154496,1678579227028,false
7271005,0.1457000,71,17154497,17154497,1678579228048,false
7271006,0.1456000,1666,17154498,17154498,1678579229593,true
7271007,0.1457000,72,17154499,17154499,1678579232499,false
7271008,0.1457000,130,17154500,17154500,1678579236861,false
7271009,0.1457000,136,17154501,17154501,1678579237142,false
7271010,0.1457000,4129,17154502,17154505,1678579238378,false
7271011,0.1456000,697,17154506,17154506,1678579238547,true
7271012,0.1457000,106,17154507,17154507,1678579239436,false
7271013,0.1457000,970,17154508,17154508,1678579241092,false
7271014,0.1457000,71,17154509,17154509,1678579241233,false
7271015,0.1456000,7509,17154510,17154512,1678579242099,true
7271016,0.1457000,72,17154513,17154513,1678579242673,false
7271017,0.1456000,9223,17154514,17154516,1678579245106,true
7271018,0.1457000,1185,17154517,17154518,1678579245752,false
7271019,0.1457000,136,17154519,17154519,1678579246264,false
7271020,0.1457000,106,17154520,17154520,1678579247592,false
7271021,0.1457000,130,17154521,17154521,1678579250971,false
7271022,0.1457000,146,17154522,17154522,1678579251624,false
7271023,0.1456000,1752,17154523,17154523,1678579253715,true
7271024,0.1456000,893,17154524,17154524,1678579254957,true
7271025,0.1457000,71,17154525,17154525,1678579255427,false
7271026,0.1457000,72,17154526,17154526,1678579256770,false
7271027,0.1457000,130,17154527,17154527,1678579258092,false
7271028,0.1457000,248,17154528,17154530,1678579260719,false
7271029,0.1457000,72,17154531,17154531,1678579263955,false
7271030,0.1457000,2307,17154532,17154534,1678579266060,false
7271031,0.1457000,1999,17154535,17154536,1678579267213,false
7271032,0.1457000,1276,17154537,17154538,1678579268785,false
7271033,0.1457000,130,17154539,17154539,1678579270267,false
7271034,0.1457000,1591,17154540,17154542,1678579270832,false
7271035,0.1457000,142,17154543,17154543,1678579274897,false
7271036,0.1456000,698,17154544,17154545,1678579279724,true
7271037,0.1457000,312,17154546,17154546,1678579281024,false
7271038,0.1457000,106,17154547,17154547,1678579283998,false
