agg_trade_id,price,quantity,first_trade_id,last_trade_id,transact_time,is_buyer_maker
7155638,0.1900000,51,16863075,16863075,1678233604068,true
7155639,0.1900000,332,16863076,16863076,1678233604191,true
7155640,0.1901000,2399,16863077,16863080,1678233604202,false
7155641,0.1901000,2035,16863081,16863081,1678233604214,true
7155642,0.1902000,4081,16863082,16863089,1678233604217,false
7155643,0.1901000,2423,16863090,16863090,1678233606068,true
7155644,0.1902000,99,16863091,16863091,1678233607417,false
7155645,0.1902000,2204,16863092,16863094,1678233607552,false
7155646,0.1902000,605,16863095,16863095,1678233607651,true
7155647,0.1901000,137,16863096,16863096,1678233607651,true
7155648,0.1903000,2162,16863097,16863098,1678233607856,false
7155649,0.1903000,1763,16863099,16863103,1678233607975,false
7155650,0.1902000,90,16863104,16863104,1678233608300,true
7155651,0.1903000,1692,16863105,16863105,1678233608770,false
7155652,0.1904000,683,16863106,16863107,1678233609011,false
7155653,0.1903000,479,16863108,16863108,1678233609041,true
7155654,0.1904000,1020,16863109,16863109,1678233609745,false
7155655,0.1904000,755,16863110,16863110,1678233612827,false
7155656,0.1904000,39,16863111,16863112,1678233613021,false
7155657,0.1904000,937,16863113,16863116,1678233613696,false
7155658,0.1903000,22829,16863117,16863125,1678233613829,true
7155659,0.1904000,1039,16863126,16863127,1678233613878,false
7155660,0.1905000,696,16863128,16863128,1678233614710,false
7155661,0.1905000,1953,16863129,16863133,1678233614945,false
7155662,0.1906000,1863,16863134,16863134,1678233615814,false
7155663,0.1906000,4075,16863135,16863140,1678233616723,false
7155664,0.1906000,5077,16863141,16863143,1678233618221,false
7155665,0.1907000,1725,16863144,16863147,1678233618622,false
7155666,0.1908000,1028,16863148,16863150,1678233619655,false
7155667,0.1907000,7928,16863151,16863156,1678233620620,true
7155668,0.1907000,1978,16863157,16863158,1678233620750,true
7155669,0.1908000,39,16863159,16863159,1678233621248,false
7155670,0.1908000,732,16863160,16863163,1678233622287,false
7155671,0.1907000,375,16863164,16863164,1678233623452,true
7155672,0.1908000,1768,16863165,16863167,1678233623655,false
7155673,0.1907000,768,16863168,16863168,1678233624464,true
7155674,0.1908000,10618,16863169,16863175,1678233626347,false
7155675,0.1909000,3624,16863176,16863184,1678233626578,false
7155676,0.1910000,9638,16863185,16863191,1678233626665,false
7155677,0.1909000,27,16863192,16863192,1678233626689,true
7155678,0.1908000,37,16863193,16863193,1678233626689,true
7155679,0.1909000,605,16863194,16863194,1678233626702,false
7155680,0.1910000,1291,16863195,16863195,1678233626887,false
7155681,0.1910000,9119,16863196,16863200,1678233627703,false
7155682,0.1909000,853,16863201,16863202,1678233628478,true
7155683,0.1910000,7718,16863203,16863209,1678233628652,false
7155684,0.1911000,1084,16863210,16863213,1678233628652,false
7155685,0.1909000,52,16863214,16863214,1678233628652,true
7155686,0.1910000,492,16863215,16863215,1678233629304,true
7155687,0.1909000,801,16863216,16863216,1678233629304,true
7155688,0.1909000,547,16863217,16863219,1678233629493,true
7155689,0.1910000,6889,16863220,16863224,1678233629674,false
7155690,0.1910000,27,16863225,16863225,1678233630089,false
7155691,0.1910000,1743,16863226,16863227,1678233630498,true
7155692,0.1910000,1268,16863228,16863229,1678233630590,false
7155693,0.1909000,848,16863230,16863231,1678233631457,true
7155694,0.1910000,5203,16863232,16863234,1678233632237,false
7155695,0.1911000,1316,16863235,16863235,1678233632237,false
7155696,0.1911000,833,16863236,16863236,1678233632676,false
7155697,0.1911000,1550,16863237,16863242,1678233632933,false
7155698,0.1911000,39,16863243,16863243,1678233633454,false
7155699,0.1911000,719,16863244,16863244,1678233633694,false
7155700,0.1911000,6358,16863245,16863248,1678233634215,false
7155701,0.1912000,12268,16863249,16863262,1678233634215,false
7155702,0.1913000,6209,16863263,16863270,1678233634215,false
7155703,0.1912000,519,16863271,16863273,1678233634241,true
7155704,0.1911000,1059,16863274,16863276,1678233634412,true
7155705,0.1911000,4063,16863277,16863278,1678233634581,true
7155706,0.1911000,4812,16863279,16863280,1678233634654,false
7155707,0.1912000,7169,16863281,16863285,1678233634654,false
7155708,0.1911000,370,16863286,16863286,1678233635242,true
7155709,0.1912000,1844,16863287,16863289,1678233635489,false
7155710,0.1912000,555,16863290,16863291,1678233635542,true
7155711,0.1911000,1313,16863292,16863292,1678233635903,true
7155712,0.1911000,2038,16863293,16863296,1678233636534,true
7155713,0.1912000,87,16863297,16863297,1678233636694,false
7155714,0.1913000,4449,16863298,16863300,1678233636694,false
7155715,0.1912000,63,16863301,16863301,1678233636724,true
7155716,0.1912000,1234,16863302,16863303,1678233638488,true
7155717,0.1913000,2103,16863304,16863309,1678233638656,false
7155718,0.1913000,1106,16863310,16863312,1678233642087,false
7155719,0.1913000,1318,16863313,16863313,1678233642408,true
7155720,0.1914000,39,16863314,16863314,1678233643646,false
7155721,0.1913000,1299,16863315,16863316,1678233646468,true
7155722,0.1914000,953,16863317,16863322,1678233646600,false
7155723,0.1913000,1278,16863323,16863324,1678233650410,true
7155724,0.1913000,513,16863325,16863325,1678233653373,true
7155725,0.1913000,513,16863326,16863327,1678233654374,true
7155726,0.1914000,39,16863328,16863328,1678233655834,false
7155727,0.1913000,406,16863329,16863329,1678233657419,true
7155728,0.1914000,1683,16863330,16863332,1678233657601,false
7155729,0.1914000,427,16863333,16863334,1678233658416,true
7155730,0.1915000,995,16863335,16863341,1678233658571,false
7155731,0.1914000,2447,16863342,16863343,1678233660076,true
7155732,0.1914000,238,16863344,16863344,1678233660342,true
7155733,0.1915000,62,16863345,16863347,1678233661312,false
7155734,0.1914000,427,16863348,16863348,1678233661431,true
7155735,0.1914000,1085,16863349,16863350,1678233661909,true
7155736,0.1914000,23237,16863351,16863357,1678233662482,true
7155737,0.1913000,12588,16863358,16863367,1678233662495,true
7155738,0.1912000,2582,16863368,16863370,1678233662762,true
7155739,0.1912000,750,16863371,16863371,1678233663334,true
